,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
264,35.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,29199.802384488456
265,23.0,4.8,Sunny,Low,0,Meal,motorcycle,,No,Metropolitian,19,29199.802384488456
266,29.0,4.7,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,26,29199.802384488456
267,23.0,4.3,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,37,29199.802384488456
268,29.0,4.9,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,20,29199.47975771798
269,24.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,29199.47975771798
270,21.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,14,29199.47975771798
271,28.0,4.2,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,33,29199.47975771798
272,31.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,29199.47975771798
273,24.0,4.6,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,10,29199.47975771798
274,31.0,4.8,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,29199.47975771798
275,35.0,4.2,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,36,29199.47975771798
276,25.0,4.7,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,25,29199.47975771798
277,,,,,3,Meal,electric_scooter,1.0,No,Metropolitian,38,29199.47975771798
278,33.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,29199.47975771798
279,26.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,29198.71008367876
280,39.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,29198.71008367876
281,22.0,4.8,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,29198.71008367876
282,31.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,29198.71008367876
283,26.0,4.9,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,29198.71008367876
284,37.0,4.2,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,45,29198.71008367876
285,28.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,29198.71008367876
286,31.0,4.8,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,29198.71008367876
287,36.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,29198.71008367876
288,25.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,29198.71008367876
289,29.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,29198.71008367876
290,25.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,19,29198.71008367876
291,27.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Urban,19,29198.71008367876
292,35.0,4.9,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,36,29197.609898375562
293,20.0,5.0,Cloudy,High,2,Snack,scooter,0.0,No,Metropolitian,27,29197.609898375562
294,29.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Urban,10,29197.609898375562
295,30.0,4.6,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36,29197.609898375562
296,21.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,,14,29197.609898375562
297,23.0,4.5,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,27,29197.609898375562
298,29.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,29197.609898375562
299,24.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,,25,29197.609898375562
300,33.0,5.0,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,29197.609898375562
301,25.0,4.6,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,26,29197.609898375562
302,27.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,29197.609898375562
303,35.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,29197.609898375562
304,38.0,5.0,Sandstorms,Medium,1,Buffet,scooter,,No,Metropolitian,31,29197.609898375562
305,37.0,5.0,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,29197.609898375562
306,25.0,4.9,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,22,29197.463231118774
307,33.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,29197.463231118774
308,20.0,4.8,Sunny,High,2,Meal,motorcycle,,No,Urban,12,29197.463231118774
309,28.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,18,29197.463231118774
310,21.0,5.0,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29,29197.463231118774
311,23.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,34,29197.463231118774
312,38.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Urban,48,29197.463231118774
313,32.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,29197.463231118774
314,37.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,29197.463231118774
315,20.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,29197.463231118774
316,30.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,29197.463231118774
317,37.0,4.4,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,29196.954453959414
318,27.0,4.8,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,29196.954453959414
319,27.0,4.9,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,29196.954453959414
320,30.0,4.8,Cloudy,Low,0,Meal,motorcycle,0.0,No,,25,29196.954453959414
321,27.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,10,29196.954453959414
322,29.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,30,29196.954453959414
323,28.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,29196.954453959414
324,21.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,29196.954453959414
325,22.0,4.5,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,25,29196.954453959414
326,28.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,25,29196.954453959414
327,22.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,14,29196.954453959414
328,22.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,29196.954453959414
329,36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,29196.671964296947
330,27.0,4.6,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,19,29196.671964296947
331,37.0,4.8,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,26,29196.671964296947
332,27.0,4.9,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,12,29196.671964296947
333,20.0,4.9,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,35,29196.671964296947
334,31.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,46,29196.671964296947
335,35.0,4.4,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,29195.716065531782
336,33.0,4.9,Sunny,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,29195.716065531782
337,34.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,28,29195.716065531782
338,36.0,4.2,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,29195.716065531782
339,22.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,31,29195.716065531782
340,34.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,29195.716065531782
341,33.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,27,29195.716065531782
342,24.0,4.1,Stormy,Low,0,Meal,motorcycle,,No,Metropolitian,16,29195.716065531782
343,22.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,29195.716065531782
344,35.0,4.6,Cloudy,High,0,Snack,motorcycle,0.0,No,Urban,26,29195.500807756856
345,23.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,29195.500807756856
346,36.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,29195.500807756856
347,25.0,4.9,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,29195.500807756856
348,36.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,29195.500807756856
349,37.0,4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,29,29195.500807756856
350,20.0,4.8,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,16,29192.826222351778
351,33.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,33,29192.826222351778
352,25.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,29192.826222351778
353,21.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,29192.826222351778
354,25.0,4.6,Stormy,Low,2,Snack,electric_scooter,1.0,No,Urban,15,29192.826222351778
355,28.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,29192.826222351778
356,36.0,4.2,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Urban,34,29192.826222351778
357,26.0,4.8,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Urban,22,29192.826222351778
358,39.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,29192.826222351778
359,34.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,29192.826222351778
360,30.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,29192.826222351778
361,27.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Urban,12,29192.826222351778
362,22.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,29192.826222351778
363,25.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,25,29192.826222351778
364,37.0,4.9,Cloudy,Low,1,Drinks,motorcycle,,No,Metropolitian,19,29192.711028547874
365,23.0,5.0,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,11,29192.711028547874
366,38.0,4.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,43,29192.711028547874
367,39.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,29192.711028547874
368,30.0,4.3,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,37,29192.711028547874
369,24.0,4.1,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,39,29192.711028547874
370,37.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,17,29192.711028547874
371,30.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,29192.711028547874
372,34.0,4.5,Fog,High,1,Snack,scooter,0.0,No,Urban,27,29192.711028547874
373,39.0,4.4,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,37,29192.46452975099
374,26.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,29192.46452975099
375,29.0,4.9,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,18,29192.46452975099
376,31.0,4.3,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,48,29192.46452975099
377,27.0,4.9,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,44,29192.46452975099
378,20.0,4.9,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,21,29192.46452975099
379,37.0,3.6,Stormy,Jam,1,Meal,scooter,2.0,No,Metropolitian,36,29192.46452975099
380,21.0,4.9,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,19,29192.46452975099
381,39.0,3.7,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,33,29192.46452975099
382,28.0,4.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,29192.46452975099
383,36.0,4.7,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,15,29192.46452975099
384,21.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,29192.46452975099
385,23.0,5.0,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,29192.46452975099
386,38.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,29192.364262290284
387,32.0,4.4,Fog,Jam,1,Meal,motorcycle,,No,Metropolitian,35,29192.364262290284
388,29.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,38,29192.364262290284
389,28.0,4.7,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,28,29192.364262290284
390,35.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,29192.364262290284
391,24.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,10,29192.364262290284
392,27.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,29192.364262290284
393,27.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,31,29192.364262290284
394,33.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,29192.364262290284
395,27.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,29192.364262290284
396,20.0,4.2,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,29192.364262290284
397,35.0,4.6,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,17,29190.527123165673
398,24.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,42,29190.527123165673
399,32.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,29190.527123165673
400,35.0,5.0,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Semi-Urban,49,29190.527123165673
401,23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,29190.527123165673
402,24.0,4.8,Sunny,High,1,Buffet,motorcycle,1.0,No,Metropolitian,16,29190.527123165673
403,28.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,29190.527123165673
404,33.0,4.6,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Urban,19,29190.527123165673
405,33.0,5.0,Sandstorms,High,2,Snack,scooter,,No,,33,29190.527123165673
406,33.0,4.4,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,35,29190.394993112794
407,27.0,5.0,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,24,29190.394993112794
408,29.0,4.5,Stormy,High,2,Meal,electric_scooter,1.0,No,Urban,17,29190.394993112794
409,30.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,29190.394993112794
410,28.0,4.9,Sunny,Low,2,Meal,motorcycle,0.0,No,Urban,23,29190.394993112794
411,24.0,4.5,Sandstorms,Medium,0,Snack,motorcycle,0.0,,Urban,10,29190.394993112794
412,23.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,29190.394993112794
413,34.0,4.0,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,33,29190.394993112794
414,20.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,13,29190.394993112794
415,21.0,4.5,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,13,29189.823487142497
416,37.0,4.6,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,16,29189.823487142497
417,31.0,4.5,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,29189.823487142497
418,33.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,25,29189.823487142497
419,23.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,34,29189.823487142497
420,23.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,29189.823487142497
421,31.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,29189.823487142497
422,33.0,4.6,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,27,29189.823487142497
423,31.0,3.9,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,42,29189.823487142497
424,28.0,4.8,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15,29189.823487142497
425,30.0,3.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,39,29189.823487142497
426,26.0,4.9,Fog,Medium,2,Meal,electric_scooter,1.0,No,Urban,16,29189.03539505107
427,29.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,29189.03539505107
428,27.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,43,29189.03539505107
429,30.0,4.6,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,29189.03539505107
430,23.0,3.3,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,31,29189.03539505107
431,30.0,4.1,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,33,29189.03539505107
432,33.0,4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,21,29189.03539505107
433,30.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,29189.03539505107
434,30.0,4.4,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,33,29189.03539505107
435,24.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,11,29187.941815395843
436,21.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Urban,16,29187.941815395843
437,22.0,4.7,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,22,29187.941815395843
438,30.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,29187.941815395843
439,24.0,4.6,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,29,29187.941815395843
440,30.0,4.0,Cloudy,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,29187.941815395843
441,33.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,29187.941815395843
442,35.0,4.3,Windy,Jam,0,Drinks,motorcycle,,No,Metropolitian,44,29187.941815395843
443,35.0,4.8,Windy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,27,29187.941815395843
444,25.0,5.0,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,17,29187.941815395843
445,38.0,4.1,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,38,29187.748860888558
446,23.0,4.7,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,29187.748860888558
447,33.0,4.7,Stormy,High,2,Meal,electric_scooter,1.0,No,Urban,30,29187.748860888558
448,34.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,29187.748860888558
449,22.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,29187.748860888558
450,29.0,4.5,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,29187.748860888558
451,,,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,29187.748860888558
452,22.0,4.5,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,23,29187.748860888558
453,32.0,4.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,29187.748860888558
454,22.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,26,29187.748860888558
455,27.0,4.6,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,29187.748860888558
456,20.0,4.5,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,29187.592355220426
457,32.0,4.8,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,29187.592355220426
458,27.0,4.9,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,29187.592355220426
459,27.0,4.4,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,54,29187.592355220426
460,28.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,21,29187.592355220426
461,39.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,28,29187.592355220426
462,30.0,3.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,29187.592355220426
463,23.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,29187.592355220426
464,30.0,4.1,Windy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,38,29187.592355220426
465,35.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,15,29187.592355220426
466,24.0,4.9,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,14,29187.592355220426
467,25.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,16,29187.592355220426
468,24.0,4.4,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,29187.592355220426
469,20.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,29187.341319301137
470,32.0,4.7,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,30,29187.341319301137
471,38.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,27,29187.341319301137
472,26.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,29187.341319301137
473,32.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Urban,15,29187.341319301137
474,27.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,29187.231791118902
475,36.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,29187.231791118902
476,32.0,4.8,Fog,High,1,Meal,scooter,2.0,No,Metropolitian,35,29187.231791118902
477,22.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,29187.231791118902
478,32.0,4.8,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,42,29187.231791118902
479,38.0,4.2,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,36,29187.231791118902
480,21.0,4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,29187.231791118902
481,39.0,4.0,Fog,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,44,29187.231791118902
482,34.0,4.7,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,19,29187.231791118902
483,36.0,4.9,Stormy,High,1,Meal,motorcycle,0.0,No,Metropolitian,29,29187.231791118902
484,33.0,4.6,Fog,Jam,1,Snack,motorcycle,0.0,No,Urban,28,29187.231791118902
485,37.0,4.6,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,29186.813371746706
486,32.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,29186.813371746706
487,,,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,29186.813371746706
488,25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,29186.813371746706
489,33.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,28,29186.813371746706
490,37.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,37,29186.813371746706
491,28.0,5.0,Cloudy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,31,29186.813371746706
492,25.0,4.6,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,12,29186.813371746706
493,34.0,4.9,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,19,29186.813371746706
494,36.0,4.6,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,18,29186.813371746706
495,31.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,30,29186.813371746706
496,30.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,29186.139739655373
497,24.0,4.9,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,16,29186.139739655373
498,35.0,4.7,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,29186.139739655373
499,34.0,4.5,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,29186.139739655373
500,35.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,29186.139739655373
501,28.0,5.0,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,29186.139739655373
502,23.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,45,29186.139739655373
503,29.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,23,29186.139739655373
504,34.0,4.7,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,29186.139739655373
505,21.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,29186.139739655373
506,31.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,29186.139739655373
507,,,,,3,Buffet,scooter,1.0,No,Metropolitian,16,29186.13036128046
508,34.0,3.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,32,29186.13036128046
509,23.0,4.9,Stormy,Low,1,Snack,scooter,0.0,No,Urban,16,29186.13036128046
510,24.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,29186.13036128046
511,26.0,4.6,Sunny,High,1,Meal,motorcycle,0.0,No,,13,29186.13036128046
512,32.0,4.4,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,34,29186.13036128046
513,35.0,4.9,Cloudy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,27,29186.13036128046
514,36.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,29186.13036128046
515,34.0,4.4,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,39,29186.13036128046
516,33.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,29186.13036128046
517,26.0,4.6,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,26,29186.13036128046
518,39.0,4.9,Cloudy,Medium,2,Snack,scooter,0.0,No,Urban,17,29186.13036128046
519,24.0,4.8,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,29185.565343587452
520,25.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,19,29185.565343587452
521,27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,29185.565343587452
522,29.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,23,29185.565343587452
523,24.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,29185.565343587452
524,22.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,29185.565343587452
525,21.0,4.5,Cloudy,Medium,1,Meal,scooter,0.0,,Metropolitian,12,29185.565343587452
526,38.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,29185.565343587452
527,22.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,29185.565343587452
